CustomerID,Name,Email,Phone,IsActive
1,Dr. Sean Guzman,dr.seanguzman1@ecommerce.com,9979953849,True
2,Michael Garcia,michaelgarcia2@ecommerce.com,13886927929,False
3,Michael Reyes,michaelreyes3@ecommerce.com,52152921256987,True
4,Stephanie Hart,stephaniehart4@ecommerce.com,4929586319,True
5,Alison Thompson,alisonthompson5@ecommerce.com,19864378861543,False
6,Marcus Smith,marcussmith6@ecommerce.com,125969473593595,False
7,Gary Mueller,garymueller7@ecommerce.com,19805085496560,True
8,Eric Bryant,ericbryant8@ecommerce.com,0019022881495,False
9,Barbara Hancock,barbarahancock9@ecommerce.com,620572082457610,False
10,Monica Fields,monicafields10@ecommerce.com,6377872461,False
11,Christian Juarez,christianjuarez11@ecommerce.com,489883822634154,True
12,Roy Martinez,roymartinez12@ecommerce.com,130249897988150,False
13,Steven Taylor,steventaylor13@ecommerce.com,Unknown,True
14,Raymond Garcia,unknown_email@ecommerce.com,12757619315,False
15,William Williams,williamwilliams15@ecommerce.com,Unknown,True
16,Andrew Flores,andrewflores16@ecommerce.com,2814969636211,False
17,Caitlin Powell,caitlinpowell17@ecommerce.com,6093731971,False
18,Tony Berry,tonyberry18@ecommerce.com,Unknown,True
19,Steven Coleman,stevencoleman19@ecommerce.com,Unknown,True
20,Alexander Robinson,alexanderrobinson20@ecommerce.com,13254306139,False
21,Eric Coleman,ericcoleman21@ecommerce.com,6642703569,False
22,Christina Ho,christinaho22@ecommerce.com,Unknown,True
23,Omar Collins,omarcollins23@ecommerce.com,5159893319,True
24,Tina Hill,tinahill24@ecommerce.com,7189511795182,False
25,Mark Jennings,markjennings25@ecommerce.com,771821151440074,False
26,Mariah Patterson,mariahpatterson26@ecommerce.com,2366748587,True
27,Devon Schneider,devonschneider27@ecommerce.com,38291809422243,True
28,Matthew Welch,matthewwelch28@ecommerce.com,16454576841079,True
29,Christopher Neal,christopherneal29@ecommerce.com,17619700712587,False
30,Paul Mcknight,paulmcknight30@ecommerce.com,Unknown,True
31,Dennis Sutton,dennissutton31@ecommerce.com,0019866103461,False
32,Erica Harris,ericaharris32@ecommerce.com,3733370675,False
33,Heather Campbell,heathercampbell33@ecommerce.com,8789805734717,True
34,Jessica Allen,jessicaallen34@ecommerce.com,5436199659,False
35,Cheryl Whitaker,cherylwhitaker35@ecommerce.com,8164540561462,True
36,Jeffrey Williams,jeffreywilliams36@ecommerce.com,52764541759257,True
37,Jessica Turner,jessicaturner37@ecommerce.com,4696830304,True
38,Charles Coleman,charlescoleman38@ecommerce.com,18936556660113,True
39,Andrew Nelson,andrewnelson39@ecommerce.com,2622101932,True
40,Pamela Poole,pamelapoole40@ecommerce.com,3223713032,True
41,Whitney Lucas,whitneylucas41@ecommerce.com,3717072906495,True
42,Michelle Johnson,michellejohnson42@ecommerce.com,287528635644140,False
43,Hunter Chang,unknown_email@ecommerce.com,2746168831,True
44,Christopher Fox,christopherfox44@ecommerce.com,950901726154845,True
45,Sarah May,sarahmay45@ecommerce.com,Unknown,True
46,Whitney Barajas,whitneybarajas46@ecommerce.com,3954852674053,False
47,Tiffany Thomas,tiffanythomas47@ecommerce.com,62298366740658,False
48,Shelby Marshall,shelbymarshall48@ecommerce.com,5429657230,True
49,Gregory Drake,gregorydrake49@ecommerce.com,Unknown,False
50,Nathan Valencia,nathanvalencia50@ecommerce.com,5039021131,False
51,Stephanie Deleon,stephaniedeleon51@ecommerce.com,3962736426,True
52,Robert King,robertking52@ecommerce.com,4648342956,True
53,Diamond Odom,diamondodom53@ecommerce.com,7227622031,False
54,Daniel Phillips,danielphillips54@ecommerce.com,17697289852,True
55,Dennis Brooks,dennisbrooks55@ecommerce.com,7222502172875,True
56,Janet Petty,janetpetty56@ecommerce.com,7629695386,False
57,Michael Valenzuela,michaelvalenzuela57@ecommerce.com,7898547864,False
58,Jacob Dunn,jacobdunn58@ecommerce.com,96492671169858,True
59,Carla Bennett,carlabennett59@ecommerce.com,18886377832,True
60,Melissa Terry,melissaterry60@ecommerce.com,Unknown,True
61,Kimberly Patton,kimberlypatton61@ecommerce.com,5365584805580,False
62,Jennifer Morgan,jennifermorgan62@ecommerce.com,365602529897265,True
63,Christine Neal,christineneal63@ecommerce.com,0012478795943,True
64,Amanda Peterson,amandapeterson64@ecommerce.com,32443242671332,True
65,Shane Reyes,shanereyes65@ecommerce.com,961891645638257,True
66,Randy Allen,randyallen66@ecommerce.com,18488552238957,False
67,Daniel Williams,danielwilliams67@ecommerce.com,70595498012877,True
68,Kurt Miller,kurtmiller68@ecommerce.com,690705610134144,False
69,Travis Singleton,travissingleton69@ecommerce.com,17158880878038,True
70,Antonio Mitchell,antoniomitchell70@ecommerce.com,6909472932,True
71,Gregory Moran,gregorymoran71@ecommerce.com,805963362219957,False
72,Christine Anderson,christineanderson72@ecommerce.com,977467774120199,False
73,Kristin Martinez,kristinmartinez73@ecommerce.com,2729583377,False
74,Vanessa Andrade,vanessaandrade74@ecommerce.com,54857001519614,False
75,Elizabeth Watson,elizabethwatson75@ecommerce.com,Unknown,False
76,Melissa Molina,melissamolina76@ecommerce.com,15846645398652,True
77,Mackenzie Ross,mackenzieross77@ecommerce.com,15232480614552,True
78,Dr. Victor Knight Jr.,unknown_email@ecommerce.com,Unknown,True
79,John Scott,johnscott79@ecommerce.com,135845860328729,True
80,Stephanie Ramirez,stephanieramirez80@ecommerce.com,9235858142,False
81,Candice Meza,candicemeza81@ecommerce.com,0013504538170,False
82,Gregory Dixon,gregorydixon82@ecommerce.com,6097212676,True
83,Kent Nelson,kentnelson83@ecommerce.com,9344529986,True
84,Elizabeth Campbell,elizabethcampbell84@ecommerce.com,410511306129188,False
85,Ronald Dominguez,ronalddominguez85@ecommerce.com,0012489974036,True
86,Phillip Perez,phillipperez86@ecommerce.com,19487491098,False
87,Austin Campbell,austincampbell87@ecommerce.com,6128378689860,True
88,Penny Martinez,pennymartinez88@ecommerce.com,Unknown,True
89,Bryan Waller,bryanwaller89@ecommerce.com,4205834698,False
90,Kyle Weaver,unknown_email@ecommerce.com,166368282383227,True
91,Timothy Norris,timothynorris91@ecommerce.com,196428059093115,True
92,Sarah Johnson,sarahjohnson92@ecommerce.com,0016829161713,False
93,Megan Brown,meganbrown93@ecommerce.com,351825498258174,False
94,Christian Peterson,christianpeterson94@ecommerce.com,5933180542,False
95,Theresa Ward,theresaward95@ecommerce.com,313896972065316,True
96,Leslie Williams,lesliewilliams96@ecommerce.com,2325331242,True
97,Lydia Wilson,lydiawilson97@ecommerce.com,729728417632301,False
98,Lauren White,laurenwhite98@ecommerce.com,Unknown,False
99,Jamie Stone,jamiestone99@ecommerce.com,12574727125,False
100,Dana Sanchez,danasanchez100@ecommerce.com,13222695651,True
101,Ricky Pitts,rickypitts101@ecommerce.com,7613291781,True
102,Gary Jarvis,garyjarvis102@ecommerce.com,24362396043057,False
103,Nathan Evans,nathanevans103@ecommerce.com,4478292827,True
104,Sharon Gutierrez,sharongutierrez104@ecommerce.com,9415374923,True
105,Eric Jackson,ericjackson105@ecommerce.com,8167063421716,False
106,Steven Thompson,steventhompson106@ecommerce.com,8793546951,False
107,Kimberly Taylor,kimberlytaylor107@ecommerce.com,9333283985,False
108,Margaret Coleman,margaretcoleman108@ecommerce.com,9476382621161,True
109,Jennifer Knight,unknown_email@ecommerce.com,Unknown,True
110,Pamela Johnson,pamelajohnson110@ecommerce.com,Unknown,False
111,Michael Brennan,michaelbrennan111@ecommerce.com,Unknown,True
112,Wesley Lopez,wesleylopez112@ecommerce.com,8317324044,True
113,Jared Miller,jaredmiller113@ecommerce.com,13696485343068,False
114,Christina Sullivan,christinasullivan114@ecommerce.com,2615476639,False
115,Matthew Holt,matthewholt115@ecommerce.com,Unknown,False
116,Robert Carroll,robertcarroll116@ecommerce.com,8582681807,True
117,Melinda Hawkins,melindahawkins117@ecommerce.com,80734581122452,True
118,Richard Livingston,richardlivingston118@ecommerce.com,Unknown,False
119,Amy Griffith,amygriffith119@ecommerce.com,9354837738,False
120,Rachel Nelson,rachelnelson120@ecommerce.com,7852117126,True
121,Deanna Golden,deannagolden121@ecommerce.com,16824253400374,True
122,Selena Douglas,selenadouglas122@ecommerce.com,329939554134743,False
123,Brian Perez,brianperez123@ecommerce.com,580860851300220,True
124,Derrick Hansen,derrickhansen124@ecommerce.com,Unknown,True
125,Ruth Brooks,ruthbrooks125@ecommerce.com,Unknown,True
126,Daniel Fry,danielfry126@ecommerce.com,17532730085496,True
127,Jeffrey Brown,jeffreybrown127@ecommerce.com,5962915561,True
128,Richard Rosario,richardrosario128@ecommerce.com,632839383489457,True
129,Jennifer Pruitt,jenniferpruitt129@ecommerce.com,6807204390,True
130,Chad Lin,chadlin130@ecommerce.com,Unknown,False
131,Patricia Kelly,patriciakelly131@ecommerce.com,15487728289875,False
132,Andrea Hernandez,andreahernandez132@ecommerce.com,6578033597272,True
133,Edward Marquez,edwardmarquez133@ecommerce.com,17163326276,False
134,Madison Leonard,madisonleonard134@ecommerce.com,Unknown,False
135,Sharon Knight,sharonknight135@ecommerce.com,5285194140,False
136,Joshua Smith,joshuasmith136@ecommerce.com,6775418811,False
137,Lisa Brown,lisabrown137@ecommerce.com,9326023168,False
138,Joshua Williams,joshuawilliams138@ecommerce.com,Unknown,False
139,Jacob Sharp,jacobsharp139@ecommerce.com,2283402249838,True
140,Stephanie Rodriguez,stephanierodriguez140@ecommerce.com,15542107987380,False
141,Adam Wood,adamwood141@ecommerce.com,489414461901751,True
142,Michael Velez,unknown_email@ecommerce.com,45169634622403,False
143,Christopher Fuller,christopherfuller143@ecommerce.com,75949228053796,True
144,Arthur Moss,unknown_email@ecommerce.com,5927709184395,True
145,Christopher Booth,christopherbooth145@ecommerce.com,Unknown,True
146,Russell Jackson,russelljackson146@ecommerce.com,15516157264,False
147,James Brown,jamesbrown147@ecommerce.com,42388413290232,False
148,Hailey Briggs,haileybriggs148@ecommerce.com,Unknown,False
149,Michelle Martin MD,michellemartinmd149@ecommerce.com,0019563428967,False
150,Cesar Quinn,cesarquinn150@ecommerce.com,5053214739,False
151,Joseph Marshall,josephmarshall151@ecommerce.com,6969534215524,False
152,Joanne Olsen,joanneolsen152@ecommerce.com,8299513817,True
153,Thomas Berg,thomasberg153@ecommerce.com,589658726388812,True
154,Laurie Robinson,laurierobinson154@ecommerce.com,54164694402537,False
155,Robert Sawyer,robertsawyer155@ecommerce.com,3069189530,False
156,Bill Mooney,billmooney156@ecommerce.com,791463430498390,True
157,William Lutz,williamlutz157@ecommerce.com,2502649280,False
158,Rachel Camacho,rachelcamacho158@ecommerce.com,Unknown,True
159,Matthew Crawford,matthewcrawford159@ecommerce.com,5944275958,True
160,Mr. Samuel Ross Jr.,mr.samuelrossjr.160@ecommerce.com,0019675054119,True
161,Sean Smith,seansmith161@ecommerce.com,6218574523,True
162,Brenda Marshall,brendamarshall162@ecommerce.com,140391188276459,True
163,Elizabeth Thomas DDS,elizabeththomasdds163@ecommerce.com,3199000011,False
164,Anna Holmes,annaholmes164@ecommerce.com,5376490956184,False
165,Anthony Petersen DDS,anthonypetersendds165@ecommerce.com,5432067912962,True
